2026-04-29 17:18:18,972 | INFO | main | Initializing database...
2026-06-04 18:18:51,153 | INFO | sync_service | Fetching insights for post: 18114497440174052
2026-06-04 18:18:51,865 | INFO | sync_service | Insights saved for post: 18114497440174052
2026-06-04 18:18:51,880 | INFO | sync_service | Sync completed: account=dentalb_ku, posts_synced=0, insights_synced=20
2026-06-04 18:18:51,965 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 18:18:51,969 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 18:18:51,971 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 18:18:51,974 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 18:18:51,976 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 18:18:51,976 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 18:18:51,978 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-06-04T18:18:51
2026-06-04 18:18:52,028 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 18:24:03,285 | INFO | scheduler | Running scheduled monitoring job
2026-06-04 18:24:03,285 | INFO | monitoring | Starting daily monitoring for account_id=17841409576371357
2026-06-04 18:24:03,288 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 18:24:03,289 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 18:24:03,290 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 18:24:03,291 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 18:24:03,293 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 18:24:03,293 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 18:24:03,310 | INFO | monitoring | Snapshot saved for 17841409576371357 on 2026-06-04 (engagement=1.68%, posts_this_week=1)
2026-06-04 18:24:03,311 | INFO | monitoring | Not enough snapshots for 17841409576371357 (1 found); skipping alerts.
2026-06-04 18:24:03,311 | INFO | monitoring | Monitoring complete: 0 alerts generated
2026-06-04 18:24:03,312 | INFO | scheduler | No alerts — account performing normally
2026-06-04 18:24:03,312 | INFO | scheduler | Job complete
2026-06-04 18:24:03,313 | INFO | scheduler | Scheduler started — monitoring every 24 hours
2026-06-04 18:24:03,317 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 18:24:03,318 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 18:24:03,319 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 18:24:03,321 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 18:24:03,323 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 18:24:03,323 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 18:24:03,324 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-06-04T18:24:03
2026-06-04 18:24:03,442 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 18:24:06,972 | INFO | sync_service | Fetching account profile...
2026-06-04 18:24:07,526 | WARNING | meta_client | Profile fetch with media_count failed, retrying minimal fields.
2026-06-04 18:24:08,043 | WARNING | meta_client | Operation 'get_profile_info' failed on attempt 1/3. Retrying in 1.0s. Error: Meta API error: Invalid OAuth access token - Cannot parse access token
2026-06-04 18:24:09,583 | WARNING | meta_client | Profile fetch with media_count failed, retrying minimal fields.
2026-06-04 18:24:10,064 | WARNING | meta_client | Operation 'get_profile_info' failed on attempt 2/3. Retrying in 2.0s. Error: Meta API error: Invalid OAuth access token - Cannot parse access token
2026-06-04 18:24:12,600 | WARNING | meta_client | Profile fetch with media_count failed, retrying minimal fields.
2026-06-04 18:24:13,123 | ERROR | meta_client | Operation 'get_profile_info' failed after 3 attempts: Meta API error: Invalid OAuth access token - Cannot parse access token
2026-06-04 18:24:13,168 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 18:25:02,481 | INFO | scheduler | Running scheduled monitoring job
2026-06-04 18:25:02,481 | INFO | monitoring | Starting daily monitoring for account_id=17841409576371357
2026-06-04 18:25:02,483 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 18:25:02,486 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 18:25:02,487 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 18:25:02,488 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 18:25:02,490 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 18:25:02,490 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 18:25:02,495 | INFO | monitoring | Snapshot saved for 17841409576371357 on 2026-06-04 (engagement=1.68%, posts_this_week=1)
2026-06-04 18:25:02,496 | INFO | monitoring | Not enough snapshots for 17841409576371357 (1 found); skipping alerts.
2026-06-04 18:25:02,496 | INFO | monitoring | Monitoring complete: 0 alerts generated
2026-06-04 18:25:02,497 | INFO | scheduler | No alerts — account performing normally
2026-06-04 18:25:02,497 | INFO | scheduler | Job complete
2026-06-04 18:25:02,498 | INFO | scheduler | Scheduler started — monitoring every 24 hours
2026-06-04 18:25:02,545 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 18:25:05,013 | INFO | sync_service | Fetching account profile...
2026-06-04 18:25:05,553 | WARNING | meta_client | Profile fetch with media_count failed, retrying minimal fields.
2026-06-04 18:25:06,073 | WARNING | meta_client | Operation 'get_profile_info' failed on attempt 1/3. Retrying in 1.0s. Error: Meta API error: Invalid OAuth access token - Cannot parse access token
2026-06-04 18:25:07,566 | WARNING | meta_client | Profile fetch with media_count failed, retrying minimal fields.
2026-06-04 18:25:08,056 | WARNING | meta_client | Operation 'get_profile_info' failed on attempt 2/3. Retrying in 2.0s. Error: Meta API error: Invalid OAuth access token - Cannot parse access token
2026-06-04 18:25:10,561 | WARNING | meta_client | Profile fetch with media_count failed, retrying minimal fields.
2026-06-04 18:25:11,066 | ERROR | meta_client | Operation 'get_profile_info' failed after 3 attempts: Meta API error: Invalid OAuth access token - Cannot parse access token
2026-06-04 18:25:11,115 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 18:26:20,580 | INFO | scheduler | Running scheduled monitoring job
2026-06-04 18:26:20,580 | INFO | monitoring | Starting daily monitoring for account_id=17841409576371357
2026-06-04 18:26:20,583 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 18:26:20,584 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 18:26:20,585 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 18:26:20,586 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 18:26:20,587 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 18:26:20,587 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 18:26:20,603 | INFO | monitoring | Snapshot saved for 17841409576371357 on 2026-06-04 (engagement=1.68%, posts_this_week=1)
2026-06-04 18:26:20,604 | INFO | monitoring | Not enough snapshots for 17841409576371357 (1 found); skipping alerts.
2026-06-04 18:26:20,605 | INFO | monitoring | Monitoring complete: 0 alerts generated
2026-06-04 18:26:20,605 | INFO | scheduler | No alerts — account performing normally
2026-06-04 18:26:20,605 | INFO | scheduler | Job complete
2026-06-04 18:26:20,605 | INFO | scheduler | Scheduler started — monitoring every 24 hours
2026-06-04 18:26:20,655 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 18:26:22,662 | INFO | sync_service | Fetching account profile...
2026-06-04 18:26:23,197 | WARNING | meta_client | Profile fetch with media_count failed, retrying minimal fields.
2026-06-04 18:26:23,727 | WARNING | meta_client | Operation 'get_profile_info' failed on attempt 1/3. Retrying in 1.0s. Error: Meta API error: Invalid OAuth access token - Cannot parse access token
2026-06-04 18:26:25,288 | WARNING | meta_client | Profile fetch with media_count failed, retrying minimal fields.
2026-06-04 18:26:25,799 | WARNING | meta_client | Operation 'get_profile_info' failed on attempt 2/3. Retrying in 2.0s. Error: Meta API error: Invalid OAuth access token - Cannot parse access token
2026-06-04 18:26:28,337 | WARNING | meta_client | Profile fetch with media_count failed, retrying minimal fields.
2026-06-04 18:26:28,865 | ERROR | meta_client | Operation 'get_profile_info' failed after 3 attempts: Meta API error: Invalid OAuth access token - Cannot parse access token
2026-06-04 18:26:28,915 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 18:27:22,760 | INFO | scheduler | Running scheduled monitoring job
2026-06-04 18:27:22,761 | INFO | monitoring | Starting daily monitoring for account_id=17841409576371357
2026-06-04 18:27:22,766 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 18:27:22,769 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 18:27:22,771 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 18:27:22,773 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 18:27:22,774 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 18:27:22,775 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 18:27:22,791 | INFO | monitoring | Snapshot saved for 17841409576371357 on 2026-06-04 (engagement=1.68%, posts_this_week=1)
2026-06-04 18:27:22,792 | INFO | monitoring | Not enough snapshots for 17841409576371357 (1 found); skipping alerts.
2026-06-04 18:27:22,792 | INFO | monitoring | Monitoring complete: 0 alerts generated
2026-06-04 18:27:22,792 | INFO | scheduler | No alerts — account performing normally
2026-06-04 18:27:22,792 | INFO | scheduler | Job complete
2026-06-04 18:27:22,793 | INFO | scheduler | Scheduler started — monitoring every 24 hours
2026-06-04 18:27:22,798 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 18:27:22,799 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 18:27:22,800 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 18:27:22,803 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 18:27:22,804 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 18:27:22,804 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 18:27:22,806 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-06-04T18:27:22
2026-06-04 18:27:22,930 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 18:27:24,249 | INFO | sync_service | Fetching account profile...
2026-06-04 18:27:24,961 | INFO | sync_service | Fetching recent media...
2026-06-04 18:27:25,908 | INFO | sync_service | Retrieved 20 posts for account dentalb_ku
2026-06-04 18:27:25,919 | INFO | sync_service | Account saved: dentalb_ku (id=17841409576371357)
2026-06-04 18:27:25,919 | INFO | sync_service | Post skipped (already exists): 18252569503306786
2026-06-04 18:27:25,919 | INFO | sync_service | Fetching insights for post: 18252569503306786
2026-06-04 18:27:26,651 | INFO | sync_service | Insights saved for post: 18252569503306786
2026-06-04 18:27:26,652 | INFO | sync_service | Post skipped (already exists): 17861066040071611
2026-06-04 18:27:26,652 | INFO | sync_service | Fetching insights for post: 17861066040071611
2026-06-04 18:27:27,319 | INFO | sync_service | Insights saved for post: 17861066040071611
2026-06-04 18:27:27,319 | INFO | sync_service | Post skipped (already exists): 17980298879439026
2026-06-04 18:27:27,321 | INFO | sync_service | Fetching insights for post: 17980298879439026
2026-06-04 18:27:28,392 | INFO | sync_service | Insights saved for post: 17980298879439026
2026-06-04 18:27:28,393 | INFO | sync_service | Post skipped (already exists): 18089855887321402
2026-06-04 18:27:28,393 | INFO | sync_service | Fetching insights for post: 18089855887321402
2026-06-04 18:27:29,046 | INFO | sync_service | Insights saved for post: 18089855887321402
2026-06-04 18:27:29,047 | INFO | sync_service | Post skipped (already exists): 17952055330919778
2026-06-04 18:27:29,048 | INFO | sync_service | Fetching insights for post: 17952055330919778
2026-06-04 18:27:29,697 | INFO | sync_service | Insights saved for post: 17952055330919778
2026-06-04 18:27:29,697 | INFO | sync_service | Post skipped (already exists): 17934954896160706
2026-06-04 18:27:29,698 | INFO | sync_service | Fetching insights for post: 17934954896160706
2026-06-04 18:27:30,333 | INFO | sync_service | Insights saved for post: 17934954896160706
2026-06-04 18:27:30,334 | INFO | sync_service | Post skipped (already exists): 17875588466701753
2026-06-04 18:27:30,334 | INFO | sync_service | Fetching insights for post: 17875588466701753
2026-06-04 18:27:30,999 | INFO | sync_service | Insights saved for post: 17875588466701753
2026-06-04 18:27:31,000 | INFO | sync_service | Post skipped (already exists): 18002804026445081
2026-06-04 18:27:31,000 | INFO | sync_service | Fetching insights for post: 18002804026445081
2026-06-04 18:27:31,625 | INFO | sync_service | Insights saved for post: 18002804026445081
2026-06-04 18:27:31,625 | INFO | sync_service | Post skipped (already exists): 17938966907132068
2026-06-04 18:27:31,625 | INFO | sync_service | Fetching insights for post: 17938966907132068
2026-06-04 18:27:32,284 | INFO | sync_service | Insights saved for post: 17938966907132068
2026-06-04 18:27:32,285 | INFO | sync_service | Post skipped (already exists): 18041639662331282
2026-06-04 18:27:32,285 | INFO | sync_service | Fetching insights for post: 18041639662331282
2026-06-04 18:27:32,928 | INFO | sync_service | Insights saved for post: 18041639662331282
2026-06-04 18:27:32,929 | INFO | sync_service | Post skipped (already exists): 18039320107337219
2026-06-04 18:27:32,929 | INFO | sync_service | Fetching insights for post: 18039320107337219
2026-06-04 18:27:33,607 | INFO | sync_service | Insights saved for post: 18039320107337219
2026-06-04 18:27:33,607 | INFO | sync_service | Post skipped (already exists): 18000092275392781
2026-06-04 18:27:33,608 | INFO | sync_service | Fetching insights for post: 18000092275392781
2026-06-04 18:27:34,262 | INFO | sync_service | Insights saved for post: 18000092275392781
2026-06-04 18:27:34,263 | INFO | sync_service | Post skipped (already exists): 17991685570458199
2026-06-04 18:27:34,263 | INFO | sync_service | Fetching insights for post: 17991685570458199
2026-06-04 18:27:35,734 | INFO | sync_service | Insights saved for post: 17991685570458199
2026-06-04 18:27:35,735 | INFO | sync_service | Post skipped (already exists): 17869210028581339
2026-06-04 18:27:35,735 | INFO | sync_service | Fetching insights for post: 17869210028581339
2026-06-04 18:27:36,398 | INFO | sync_service | Insights saved for post: 17869210028581339
2026-06-04 18:27:36,399 | INFO | sync_service | Post skipped (already exists): 18196052563098167
2026-06-04 18:27:36,399 | INFO | sync_service | Fetching insights for post: 18196052563098167
2026-06-04 18:27:37,066 | INFO | sync_service | Insights saved for post: 18196052563098167
2026-06-04 18:27:37,067 | INFO | sync_service | Post skipped (already exists): 18237570082017449
2026-06-04 18:27:37,067 | INFO | sync_service | Fetching insights for post: 18237570082017449
2026-06-04 18:27:37,755 | INFO | sync_service | Insights saved for post: 18237570082017449
2026-06-04 18:27:37,756 | INFO | sync_service | Post skipped (already exists): 17979984439370368
2026-06-04 18:27:37,756 | INFO | sync_service | Fetching insights for post: 17979984439370368
2026-06-04 18:27:38,474 | INFO | sync_service | Insights saved for post: 17979984439370368
2026-06-04 18:27:38,475 | INFO | sync_service | Post skipped (already exists): 17886069884248214
2026-06-04 18:27:38,475 | INFO | sync_service | Fetching insights for post: 17886069884248214
2026-06-04 18:27:39,128 | INFO | sync_service | Insights saved for post: 17886069884248214
2026-06-04 18:27:39,129 | INFO | sync_service | Post skipped (already exists): 17873869571478679
2026-06-04 18:27:39,130 | INFO | sync_service | Fetching insights for post: 17873869571478679
2026-06-04 18:27:39,784 | INFO | sync_service | Insights saved for post: 17873869571478679
2026-06-04 18:27:39,785 | INFO | sync_service | Post skipped (already exists): 18114497440174052
2026-06-04 18:27:39,785 | INFO | sync_service | Fetching insights for post: 18114497440174052
2026-06-04 18:27:41,710 | INFO | sync_service | Insights saved for post: 18114497440174052
2026-06-04 18:27:41,726 | INFO | sync_service | Sync completed: account=dentalb_ku, posts_synced=0, insights_synced=20
2026-06-04 18:27:41,803 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 18:27:41,805 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 18:27:41,807 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 18:27:41,810 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 18:27:41,812 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 18:27:41,812 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 18:27:41,814 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-06-04T18:27:41
2026-06-04 18:27:41,870 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 18:29:50,943 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 18:29:50,944 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 18:29:50,945 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 18:29:50,946 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 18:29:50,947 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 18:29:50,947 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 18:29:50,947 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-06-04T18:29:50
2026-06-04 18:29:50,949 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 18:29:50,950 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 18:29:50,950 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 18:29:50,952 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 18:29:50,953 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 18:29:50,953 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 18:29:50,954 | INFO | report_builder | build_prompt_context(@dentalb_ku) produced 3864 characters
2026-06-04 18:29:50,954 | INFO | performance_advisor | Generating performance advice for @dentalb_ku (account_id=17841409576371357)
2026-06-04 18:30:37,781 | INFO | performance_advisor | Performance advice generated for @dentalb_ku (4281 characters)
2026-06-04 18:32:59,676 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 18:32:59,677 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 18:32:59,677 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 18:32:59,679 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 18:32:59,680 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 18:32:59,680 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 18:32:59,681 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-06-04T18:32:59
2026-06-04 18:32:59,682 | INFO | report_builder | build_prompt_context(@dentalb_ku) produced 3864 characters
2026-06-04 18:32:59,682 | INFO | strategy_generator | Generating strategy for @dentalb_ku (account_id=17841409576371357)
2026-06-04 18:34:31,425 | INFO | strategy_generator | Strategy generated for @dentalb_ku (13302 characters)
2026-06-04 18:42:50,924 | INFO | scheduler | Running scheduled monitoring job
2026-06-04 18:42:50,924 | INFO | monitoring | Starting daily monitoring for account_id=17841409576371357
2026-06-04 18:42:50,926 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 18:42:50,926 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 18:42:50,927 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 18:42:50,928 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 18:42:50,929 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 18:42:50,929 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 18:42:50,945 | INFO | monitoring | Snapshot saved for 17841409576371357 on 2026-06-04 (engagement=1.68%, posts_this_week=1)
2026-06-04 18:42:50,946 | INFO | monitoring | Not enough snapshots for 17841409576371357 (1 found); skipping alerts.
2026-06-04 18:42:50,946 | INFO | monitoring | Monitoring complete: 0 alerts generated
2026-06-04 18:42:50,946 | INFO | scheduler | No alerts — account performing normally
2026-06-04 18:42:50,947 | INFO | scheduler | Job complete
2026-06-04 18:42:50,947 | INFO | scheduler | Scheduler started — monitoring every 24 hours
2026-06-04 18:42:50,950 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 18:42:50,950 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 18:42:50,951 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 18:42:50,952 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 18:42:50,953 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 18:42:50,953 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 18:42:50,954 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-06-04T18:42:50
2026-06-04 18:42:51,200 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 18:42:54,622 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 18:42:54,622 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 18:42:54,623 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 18:42:54,624 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 18:42:54,624 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 18:42:54,625 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 18:42:54,625 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-06-04T18:42:54
2026-06-04 18:42:54,625 | INFO | report_builder | build_prompt_context(@dentalb_ku) produced 3864 characters
2026-06-04 18:43:53,198 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 18:43:53,199 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 18:43:53,200 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 18:43:53,201 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 18:43:53,204 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 18:43:53,204 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 18:43:53,205 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-06-04T18:43:53
2026-06-04 18:43:53,205 | INFO | report_builder | build_prompt_context(@dentalb_ku) produced 3864 characters
2026-06-04 18:50:48,158 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 18:54:42,153 | INFO | scheduler | Running scheduled monitoring job
2026-06-04 18:54:42,153 | INFO | monitoring | Starting daily monitoring for account_id=17841409576371357
2026-06-04 18:54:42,155 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 18:54:42,155 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 18:54:42,156 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 18:54:42,157 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 18:54:42,158 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 18:54:42,158 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 18:54:42,173 | INFO | monitoring | Snapshot saved for 17841409576371357 on 2026-06-04 (engagement=1.68%, posts_this_week=1)
2026-06-04 18:54:42,174 | INFO | monitoring | Not enough snapshots for 17841409576371357 (1 found); skipping alerts.
2026-06-04 18:54:42,175 | INFO | monitoring | Monitoring complete: 0 alerts generated
2026-06-04 18:54:42,175 | INFO | scheduler | No alerts — account performing normally
2026-06-04 18:54:42,175 | INFO | scheduler | Job complete
2026-06-04 18:54:42,175 | INFO | scheduler | Scheduler started — monitoring every 24 hours
2026-06-04 18:54:42,213 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 18:58:37,043 | INFO | scheduler | Running scheduled monitoring job
2026-06-04 18:58:37,044 | INFO | monitoring | Starting daily monitoring for account_id=17841409576371357
2026-06-04 18:58:37,045 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 18:58:37,046 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-06-04 18:58:37,046 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 18:58:37,047 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 18:58:37,048 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-06-04 18:58:37,049 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-06-04 18:58:37,064 | INFO | monitoring | Snapshot saved for 17841409576371357 on 2026-06-04 (engagement=1.68%, posts_this_week=1)
2026-06-04 18:58:37,065 | INFO | monitoring | Not enough snapshots for 17841409576371357 (1 found); skipping alerts.
2026-06-04 18:58:37,065 | INFO | monitoring | Monitoring complete: 0 alerts generated
2026-06-04 18:58:37,066 | INFO | scheduler | No alerts — account performing normally
2026-06-04 18:58:37,066 | INFO | scheduler | Job complete
2026-06-04 18:58:37,066 | INFO | scheduler | Scheduler started — monitoring every 24 hours
2026-06-04 18:58:37,100 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-06-04 19:01:58,454 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.68% (21 posts)
2026-06-04 19:01:58,455 | INFO | metrics | posting_frequency(17841409576371357) = 0.07 posts/week over 282.86 weeks
2026-06-04 19:01:58,456 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-06-04 19:01:58,457 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
